"city_id","city","country_id","last_update"
490,"Sorocaba",15,"2020-02-15 02:45:25-07"
491,"Soshanguve",85,"2020-02-15 02:45:25-07"
492,"Sousse",96,"2020-02-15 02:45:25-07"
493,"South Hill",5,"2020-02-15 02:45:25-07"
494,"Southampton",102,"2020-02-15 02:45:25-07"
495,"Southend-on-Sea",102,"2020-02-15 02:45:25-07"
496,"Southport",102,"2020-02-15 02:45:25-07"
497,"Springs",85,"2020-02-15 02:45:25-07"
498,"Stara Zagora",17,"2020-02-15 02:45:25-07"
499,"Sterling Heights",103,"2020-02-15 02:45:25-07"
500,"Stockport",102,"2020-02-15 02:45:25-07"
501,"Sucre",14,"2020-02-15 02:45:25-07"
502,"Suihua",23,"2020-02-15 02:45:25-07"
503,"Sullana",74,"2020-02-15 02:45:25-07"
504,"Sultanbeyli",97,"2020-02-15 02:45:25-07"
505,"Sumqayit",10,"2020-02-15 02:45:25-07"
506,"Sumy",100,"2020-02-15 02:45:25-07"
507,"Sungai Petani",59,"2020-02-15 02:45:25-07"
508,"Sunnyvale",103,"2020-02-15 02:45:25-07"
509,"Surakarta",45,"2020-02-15 02:45:25-07"
510,"Syktyvkar",80,"2020-02-15 02:45:25-07"
511,"Syrakusa",49,"2020-02-15 02:45:25-07"
512,"Szkesfehrvr",43,"2020-02-15 02:45:25-07"
513,"Tabora",93,"2020-02-15 02:45:25-07"
514,"Tabriz",46,"2020-02-15 02:45:25-07"
515,"Tabuk",82,"2020-02-15 02:45:25-07"
516,"Tafuna",3,"2020-02-15 02:45:25-07"
517,"Taguig",75,"2020-02-15 02:45:25-07"
518,"Taizz",107,"2020-02-15 02:45:25-07"
519,"Talavera",75,"2020-02-15 02:45:25-07"
520,"Tallahassee",103,"2020-02-15 02:45:25-07"
521,"Tama",50,"2020-02-15 02:45:25-07"
522,"Tambaram",44,"2020-02-15 02:45:25-07"
523,"Tanauan",75,"2020-02-15 02:45:25-07"
524,"Tandil",6,"2020-02-15 02:45:25-07"
525,"Tangail",12,"2020-02-15 02:45:25-07"
526,"Tanshui",92,"2020-02-15 02:45:25-07"
527,"Tanza",75,"2020-02-15 02:45:25-07"
528,"Tarlac",75,"2020-02-15 02:45:25-07"
529,"Tarsus",97,"2020-02-15 02:45:25-07"
530,"Tartu",30,"2020-02-15 02:45:25-07"
531,"Teboksary",80,"2020-02-15 02:45:25-07"
532,"Tegal",45,"2020-02-15 02:45:25-07"
533,"Tel Aviv-Jaffa",48,"2020-02-15 02:45:25-07"
534,"Tete",63,"2020-02-15 02:45:25-07"
535,"Tianjin",23,"2020-02-15 02:45:25-07"
536,"Tiefa",23,"2020-02-15 02:45:25-07"
537,"Tieli",23,"2020-02-15 02:45:25-07"
538,"Tokat",97,"2020-02-15 02:45:25-07"
539,"Tonghae",86,"2020-02-15 02:45:25-07"
540,"Tongliao",23,"2020-02-15 02:45:25-07"
541,"Torren",60,"2020-02-15 02:45:25-07"
542,"Touliu",92,"2020-02-15 02:45:25-07"
543,"Toulon",34,"2020-02-15 02:45:25-07"
544,"Toulouse",34,"2020-02-15 02:45:25-07"
545,"Trshavn",32,"2020-02-15 02:45:25-07"
546,"Tsaotun",92,"2020-02-15 02:45:25-07"
547,"Tsuyama",50,"2020-02-15 02:45:25-07"
548,"Tuguegarao",75,"2020-02-15 02:45:25-07"
549,"Tychy",76,"2020-02-15 02:45:25-07"
550,"Udaipur",44,"2020-02-15 02:45:25-07"
551,"Udine",49,"2020-02-15 02:45:25-07"
552,"Ueda",50,"2020-02-15 02:45:25-07"
553,"Uijongbu",86,"2020-02-15 02:45:25-07"
554,"Uluberia",44,"2020-02-15 02:45:25-07"
555,"Urawa",50,"2020-02-15 02:45:25-07"
556,"Uruapan",60,"2020-02-15 02:45:25-07"
557,"Usak",97,"2020-02-15 02:45:25-07"
558,"Usolje-Sibirskoje",80,"2020-02-15 02:45:25-07"
559,"Uttarpara-Kotrung",44,"2020-02-15 02:45:25-07"
560,"Vaduz",55,"2020-02-15 02:45:25-07"
561,"Valencia",104,"2020-02-15 02:45:25-07"
562,"Valle de la Pascua",104,"2020-02-15 02:45:25-07"
563,"Valle de Santiago",60,"2020-02-15 02:45:25-07"
564,"Valparai",44,"2020-02-15 02:45:25-07"
565,"Vancouver",20,"2020-02-15 02:45:25-07"
566,"Varanasi (Benares)",44,"2020-02-15 02:45:25-07"
567,"Vicente Lpez",6,"2020-02-15 02:45:25-07"
568,"Vijayawada",44,"2020-02-15 02:45:25-07"
569,"Vila Velha",15,"2020-02-15 02:45:25-07"
570,"Vilnius",56,"2020-02-15 02:45:25-07"
571,"Vinh",105,"2020-02-15 02:45:25-07"
572,"Vitria de Santo Anto",15,"2020-02-15 02:45:25-07"
573,"Warren",103,"2020-02-15 02:45:25-07"
574,"Weifang",23,"2020-02-15 02:45:25-07"
575,"Witten",38,"2020-02-15 02:45:25-07"
576,"Woodridge",8,"2020-02-15 02:45:25-07"
577,"Wroclaw",76,"2020-02-15 02:45:25-07"
578,"Xiangfan",23,"2020-02-15 02:45:25-07"
579,"Xiangtan",23,"2020-02-15 02:45:25-07"
580,"Xintai",23,"2020-02-15 02:45:25-07"
581,"Xinxiang",23,"2020-02-15 02:45:25-07"
582,"Yamuna Nagar",44,"2020-02-15 02:45:25-07"
583,"Yangor",65,"2020-02-15 02:45:25-07"
584,"Yantai",23,"2020-02-15 02:45:25-07"
585,"Yaound",19,"2020-02-15 02:45:25-07"
586,"Yerevan",7,"2020-02-15 02:45:25-07"
587,"Yinchuan",23,"2020-02-15 02:45:25-07"
588,"Yingkou",23,"2020-02-15 02:45:25-07"
589,"York",102,"2020-02-15 02:45:25-07"
590,"Yuncheng",23,"2020-02-15 02:45:25-07"
591,"Yuzhou",23,"2020-02-15 02:45:25-07"
592,"Zalantun",23,"2020-02-15 02:45:25-07"
593,"Zanzibar",93,"2020-02-15 02:45:25-07"
594,"Zaoyang",23,"2020-02-15 02:45:25-07"
595,"Zapopan",60,"2020-02-15 02:45:25-07"
596,"Zaria",69,"2020-02-15 02:45:25-07"
597,"Zeleznogorsk",80,"2020-02-15 02:45:25-07"
598,"Zhezqazghan",51,"2020-02-15 02:45:25-07"
599,"Zhoushan",23,"2020-02-15 02:45:25-07"
600,"Ziguinchor",83,"2020-02-15 02:45:25-07"
