"payment_id","customer_id","staff_id","rental_id","amount","payment_date"
17805,420,1,2726,"0.99","2020-02-19 06:30:46.996577-07"
17806,421,1,1693,"4.99","2020-02-16 04:08:17.996577-07"
17807,421,2,2407,"2.99","2020-02-18 08:19:07.996577-07"
17808,421,1,3170,"4.99","2020-02-20 13:31:20.996577-07"
17809,422,1,1846,"0.99","2020-02-16 15:31:10.996577-07"
17810,422,1,1897,"4.99","2020-02-16 19:54:49.996577-07"
17811,422,2,2747,"2.99","2020-02-19 07:50:33.996577-07"
17812,422,1,2778,"5.99","2020-02-19 09:46:38.996577-07"
17813,423,1,1504,"3.99","2020-02-15 13:36:32.996577-07"
17814,423,2,1827,"0.99","2020-02-16 13:23:06.996577-07"
17815,423,1,2600,"6.99","2020-02-18 21:35:51.996577-07"
17816,423,2,2758,"6.99","2020-02-19 08:33:01.996577-07"
17817,423,1,3072,"8.99","2020-02-20 05:49:57.996577-07"
17818,424,2,3044,"4.99","2020-02-20 04:07:15.996577-07"
17819,424,1,3166,"6.99","2020-02-20 13:00:58.996577-07"
17820,424,2,3404,"0.99","2020-02-21 07:26:18.996577-07"
17821,425,1,3276,"6.99","2020-02-20 21:04:18.996577-07"
17822,426,1,1709,"6.99","2020-02-16 05:38:41.996577-07"
17823,426,1,1842,"7.99","2020-02-16 15:14:25.996577-07"
17824,426,1,2204,"2.99","2020-02-17 17:40:04.996577-07"
17825,426,1,2804,"0.99","2020-02-19 10:53:20.996577-07"
17826,426,1,3243,"0.99","2020-02-20 18:28:37.996577-07"
17827,427,1,1342,"5.99","2020-02-15 03:54:47.996577-07"
17828,427,2,1628,"3.99","2020-02-15 23:21:21.996577-07"
17829,427,1,1648,"5.99","2020-02-16 00:45:33.996577-07"
17830,427,1,1857,"1.99","2020-02-16 16:41:24.996577-07"
17831,427,2,2466,"0.99","2020-02-18 11:47:08.996577-07"
17832,428,1,1227,"3.99","2020-02-14 19:18:29.996577-07"
17833,428,2,1471,"2.99","2020-02-15 12:21:52.996577-07"
17834,428,1,1601,"3.99","2020-02-15 21:39:39.996577-07"
17835,428,1,2677,"2.99","2020-02-19 03:30:25.996577-07"
17836,428,2,3377,"0.99","2020-02-21 05:19:38.996577-07"
17837,429,2,1781,"5.99","2020-02-16 10:48:50.996577-07"
17838,429,2,1798,"2.99","2020-02-16 11:44:41.996577-07"
17839,429,2,1916,"7.99","2020-02-16 20:58:25.996577-07"
17840,429,1,3409,"2.99","2020-02-21 07:46:04.996577-07"
17841,430,2,1207,"0.99","2020-02-14 17:55:34.996577-07"
17842,430,1,1274,"2.99","2020-02-14 23:21:18.996577-07"
17843,430,1,1538,"2.99","2020-02-15 16:34:16.996577-07"
17844,430,1,1759,"6.99","2020-02-16 09:15:03.996577-07"
17845,430,2,2892,"0.99","2020-02-19 17:35:05.996577-07"
17846,430,2,3153,"0.99","2020-02-20 12:12:41.996577-07"
17847,431,2,1561,"2.99","2020-02-15 18:09:56.996577-07"
17848,431,1,2096,"4.99","2020-02-17 10:01:30.996577-07"
17849,431,1,2269,"3.99","2020-02-17 21:49:20.996577-07"
17850,431,2,2281,"4.99","2020-02-17 22:15:55.996577-07"
17851,431,2,2761,"2.99","2020-02-19 08:50:43.996577-07"
17852,431,2,3304,"6.99","2020-02-20 23:12:06.996577-07"
17853,431,2,3369,"8.99","2020-02-21 04:48:57.996577-07"
17854,432,2,1180,"5.99","2020-02-14 16:07:27.996577-07"
17855,432,2,1597,"2.99","2020-02-15 21:15:29.996577-07"
17856,432,2,3194,"4.99","2020-02-20 15:28:23.996577-07"
17857,434,1,1225,"0.99","2020-02-14 19:14:01.996577-07"
17858,434,2,1584,"5.99","2020-02-15 20:19:16.996577-07"
17859,434,2,2415,"7.99","2020-02-18 08:31:08.996577-07"
17860,434,1,2430,"3.99","2020-02-18 09:20:12.996577-07"
17861,434,1,2494,"3.99","2020-02-18 13:43:35.996577-07"
17862,434,1,3014,"2.99","2020-02-20 02:13:46.996577-07"
17863,434,2,3037,"2.99","2020-02-20 03:56:29.996577-07"
17864,435,2,1443,"0.99","2020-02-15 10:26:17.996577-07"
17865,435,1,2984,"0.99","2020-02-20 00:12:10.996577-07"
17866,436,1,2291,"9.99","2020-02-17 23:05:12.996577-07"
17867,437,2,2239,"5.99","2020-02-17 19:52:20.996577-07"
17868,437,1,2792,"2.99","2020-02-19 10:20:51.996577-07"
17869,437,2,3265,"2.99","2020-02-20 19:51:39.996577-07"
17870,438,1,1431,"4.99","2020-02-15 09:54:55.996577-07"
17871,438,2,1779,"0.99","2020-02-16 10:23:37.996577-07"
17872,438,2,2206,"0.99","2020-02-17 17:43:11.996577-07"
17873,438,1,2591,"4.99","2020-02-18 21:00:48.996577-07"
17874,438,1,3315,"4.99","2020-02-20 23:45:30.996577-07"
17875,438,2,3368,"0.99","2020-02-21 04:47:04.996577-07"
17876,439,1,1264,"4.99","2020-02-14 22:28:05.996577-07"
17877,439,2,1557,"0.99","2020-02-15 17:57:01.996577-07"
17878,439,2,2097,"4.99","2020-02-17 10:08:30.996577-07"
17879,439,1,2621,"2.99","2020-02-18 23:35:57.996577-07"
17880,439,1,2992,"2.99","2020-02-20 00:40:17.996577-07"
17881,439,1,3294,"6.99","2020-02-20 22:31:49.996577-07"
17882,441,1,1602,"4.99","2020-02-15 21:41:06.996577-07"
17883,441,2,2328,"4.99","2020-02-18 01:45:47.996577-07"
17884,442,1,1251,"5.99","2020-02-14 21:27:21.996577-07"
17885,442,2,1358,"0.99","2020-02-15 04:57:14.996577-07"
17886,442,2,1576,"8.99","2020-02-15 19:23:05.996577-07"
17887,442,1,1774,"2.99","2020-02-16 09:56:18.996577-07"
17888,443,1,2871,"2.99","2020-02-19 15:56:15.996577-07"
17889,444,1,1239,"0.99","2020-02-14 20:21:27.996577-07"
17890,444,2,1397,"3.99","2020-02-15 07:53:52.996577-07"
17891,444,2,1441,"1.99","2020-02-15 10:22:47.996577-07"
17892,444,1,2551,"4.99","2020-02-18 18:19:30.996577-07"
17893,444,2,3301,"7.99","2020-02-20 23:00:51.996577-07"
17894,444,2,3415,"5.99","2020-02-21 08:28:15.996577-07"
17895,446,1,2248,"4.99","2020-02-17 20:28:14.996577-07"
17896,446,2,2335,"3.99","2020-02-18 02:28:02.996577-07"
17897,446,2,2520,"6.99","2020-02-18 15:57:26.996577-07"
17898,446,2,2710,"0.99","2020-02-19 05:32:22.996577-07"
17899,446,1,3060,"2.99","2020-02-20 05:15:46.996577-07"
17900,446,2,3168,"0.99","2020-02-20 13:14:27.996577-07"
17901,447,2,1230,"0.99","2020-02-14 19:32:35.996577-07"
17902,447,2,1890,"2.99","2020-02-16 19:34:39.996577-07"
17903,447,1,2025,"4.99","2020-02-17 04:32:26.996577-07"
17904,447,2,2285,"4.99","2020-02-17 22:29:20.996577-07"
17905,448,1,1313,"5.99","2020-02-15 01:47:00.996577-07"
17906,448,2,1823,"7.99","2020-02-16 13:16:42.996577-07"
17907,448,2,2697,"0.99","2020-02-19 04:57:34.996577-07"
17908,448,2,3225,"3.99","2020-02-20 17:45:21.996577-07"
17909,448,2,3347,"5.99","2020-02-21 02:36:58.996577-07"
17910,449,2,1295,"4.99","2020-02-15 00:45:46.996577-07"
17911,449,1,2348,"0.99","2020-02-18 03:44:09.996577-07"
17912,449,2,2970,"2.99","2020-02-19 23:20:17.996577-07"
17913,450,2,1639,"4.99","2020-02-16 00:02:05.996577-07"
17914,450,1,1739,"0.99","2020-02-16 07:38:04.996577-07"
17915,450,2,1914,"2.99","2020-02-16 20:54:20.996577-07"
17916,450,2,2278,"0.99","2020-02-17 22:06:23.996577-07"
17917,450,1,2501,"4.99","2020-02-18 14:38:37.996577-07"
17918,450,1,2626,"2.99","2020-02-18 23:57:10.996577-07"
17919,450,1,3155,"4.99","2020-02-20 12:31:04.996577-07"
17920,451,1,1202,"0.99","2020-02-14 17:36:30.996577-07"
17921,451,1,1851,"0.99","2020-02-16 16:00:52.996577-07"
17922,451,1,1940,"6.99","2020-02-16 23:10:48.996577-07"
17923,451,1,2671,"1.99","2020-02-19 03:01:37.996577-07"
17924,451,1,2909,"3.99","2020-02-19 18:47:36.996577-07"
17925,451,2,2917,"0.99","2020-02-19 19:37:01.996577-07"
17926,451,1,3316,"6.99","2020-02-20 23:48:44.996577-07"
17927,452,2,1203,"4.99","2020-02-14 17:37:28.996577-07"
17928,452,1,1512,"5.99","2020-02-15 14:21:29.996577-07"
17929,452,1,1794,"3.99","2020-02-16 11:37:03.996577-07"
17930,452,1,2263,"0.99","2020-02-17 21:26:13.996577-07"
17931,452,2,2266,"4.99","2020-02-17 21:33:28.996577-07"
17932,452,1,2504,"0.99","2020-02-18 14:48:19.996577-07"
17933,452,2,2661,"0.99","2020-02-19 02:19:18.996577-07"
17934,453,2,2852,"5.99","2020-02-19 14:37:16.996577-07"
17935,453,1,2853,"7.99","2020-02-19 14:38:07.996577-07"
17936,453,2,2887,"4.99","2020-02-19 17:08:09.996577-07"
17937,454,2,1647,"4.99","2020-02-16 00:43:24.996577-07"
17938,454,2,1844,"7.99","2020-02-16 15:22:19.996577-07"
17939,454,1,1861,"1.99","2020-02-16 16:45:57.996577-07"
17940,454,1,1938,"4.99","2020-02-16 22:47:02.996577-07"
17941,454,2,2048,"5.99","2020-02-17 06:23:55.996577-07"
17942,454,2,2182,"5.99","2020-02-17 16:24:44.996577-07"
17943,454,1,2437,"2.99","2020-02-18 09:58:52.996577-07"
17944,454,2,2666,"9.99","2020-02-19 02:45:38.996577-07"
17945,454,1,3221,"2.99","2020-02-20 17:18:13.996577-07"
17946,454,1,3362,"4.99","2020-02-21 03:48:20.996577-07"
17947,455,2,1382,"1.99","2020-02-15 06:46:34.996577-07"
17948,455,1,1802,"1.99","2020-02-16 11:51:56.996577-07"
17949,455,1,1906,"2.99","2020-02-16 20:22:01.996577-07"
17950,455,2,2356,"0.99","2020-02-18 04:27:49.996577-07"
17951,456,1,1288,"2.99","2020-02-15 00:10:18.996577-07"
17952,456,1,1700,"0.99","2020-02-16 04:46:49.996577-07"
17953,456,2,2103,"5.99","2020-02-17 10:41:36.996577-07"
17954,456,2,2146,"6.99","2020-02-17 13:54:49.996577-07"
17955,456,1,2192,"4.99","2020-02-17 17:04:13.996577-07"
17956,456,1,2404,"0.99","2020-02-18 08:02:14.996577-07"
17957,456,1,2581,"2.99","2020-02-18 20:22:39.996577-07"
17958,457,2,1453,"4.99","2020-02-15 11:05:05.996577-07"
17959,457,2,1727,"0.99","2020-02-16 06:50:13.996577-07"
17960,457,1,2030,"0.99","2020-02-17 04:41:53.996577-07"
17961,457,1,2172,"7.99","2020-02-17 15:34:42.996577-07"
17962,457,1,2670,"4.99","2020-02-19 02:58:42.996577-07"
17963,457,1,2762,"3.99","2020-02-19 08:50:57.996577-07"
17964,457,1,2811,"0.99","2020-02-19 11:21:56.996577-07"
17965,457,2,3115,"2.99","2020-02-20 09:27:31.996577-07"
17966,457,2,3184,"2.99","2020-02-20 14:26:10.996577-07"
17967,458,2,2629,"5.99","2020-02-19 00:10:38.996577-07"
17968,458,2,3322,"0.99","2020-02-21 00:11:03.996577-07"
17969,459,2,1876,"0.99","2020-02-16 18:19:17.996577-07"
17970,459,2,1977,"2.99","2020-02-17 01:06:48.996577-07"
17971,459,2,2075,"4.99","2020-02-17 08:08:59.996577-07"
17972,459,1,2899,"0.99","2020-02-19 18:07:47.996577-07"
17973,459,2,3041,"4.99","2020-02-20 04:04:10.996577-07"
17974,459,2,3045,"0.99","2020-02-20 04:10:26.996577-07"
17975,459,2,3234,"9.99","2020-02-20 18:08:10.996577-07"
17976,460,2,1392,"0.99","2020-02-15 07:40:53.996577-07"
17977,461,2,3127,"5.99","2020-02-20 10:08:09.996577-07"
17978,461,2,3319,"4.99","2020-02-20 23:54:12.996577-07"
17979,462,2,1773,"5.99","2020-02-16 09:42:09.996577-07"
17980,462,2,1926,"9.99","2020-02-16 21:52:56.996577-07"
17981,462,1,3279,"4.99","2020-02-20 21:34:19.996577-07"
17982,463,1,1284,"2.99","2020-02-14 23:55:59.996577-07"
17983,463,2,2527,"4.99","2020-02-18 16:38:57.996577-07"
17984,463,1,3217,"2.99","2020-02-20 16:56:38.996577-07"
17985,463,1,3309,"4.99","2020-02-20 23:29:15.996577-07"
17986,464,2,1277,"4.99","2020-02-14 23:29:55.996577-07"
17987,464,1,3167,"2.99","2020-02-20 13:10:55.996577-07"
17988,465,1,1337,"2.99","2020-02-15 03:41:08.996577-07"
17989,465,1,2079,"4.99","2020-02-17 08:18:11.996577-07"
17990,465,1,2159,"8.99","2020-02-17 15:05:55.996577-07"
17991,465,2,2524,"0.99","2020-02-18 16:16:37.996577-07"
17992,466,2,1808,"7.99","2020-02-16 12:28:01.996577-07"
17993,466,2,2446,"8.99","2020-02-18 10:33:07.996577-07"
17994,466,1,3022,"3.99","2020-02-20 02:45:46.996577-07"
17995,466,2,3237,"4.99","2020-02-20 18:16:22.996577-07"
17996,466,2,3343,"2.99","2020-02-21 02:25:25.996577-07"
17997,467,1,1737,"8.99","2020-02-16 07:28:10.996577-07"
17998,467,2,2121,"4.99","2020-02-17 12:07:20.996577-07"
17999,467,2,2870,"9.99","2020-02-19 15:46:12.996577-07"
18000,467,1,3250,"6.99","2020-02-20 18:45:02.996577-07"
18001,468,2,1229,"2.99","2020-02-14 19:21:39.996577-07"
18002,468,1,1627,"8.99","2020-02-15 23:19:35.996577-07"
18003,468,1,1821,"2.99","2020-02-16 13:11:15.996577-07"
18004,468,1,1975,"2.99","2020-02-17 01:00:36.996577-07"
18005,468,2,2462,"4.99","2020-02-18 11:28:41.996577-07"
18006,468,1,2831,"0.99","2020-02-19 12:45:32.996577-07"
18007,469,2,1399,"0.99","2020-02-15 07:58:17.996577-07"
18008,469,1,1680,"9.99","2020-02-16 02:45:48.996577-07"
18009,470,2,1256,"0.99","2020-02-14 21:42:23.996577-07"
18010,470,1,1283,"0.99","2020-02-14 23:55:56.996577-07"
18011,470,2,1594,"7.99","2020-02-15 20:43:38.996577-07"
18012,471,1,1447,"4.99","2020-02-15 10:42:17.996577-07"
18013,471,2,1449,"2.99","2020-02-15 10:47:42.996577-07"
18014,471,2,2165,"2.99","2020-02-17 15:19:36.996577-07"
18015,471,2,2350,"4.99","2020-02-18 03:53:55.996577-07"
18016,471,2,3073,"4.99","2020-02-20 06:01:52.996577-07"
18017,472,1,1389,"4.99","2020-02-15 07:17:27.996577-07"
18018,472,2,1776,"6.99","2020-02-16 10:15:24.996577-07"
18019,472,1,2538,"5.99","2020-02-18 17:25:25.996577-07"
18020,472,1,2974,"0.99","2020-02-19 23:28:50.996577-07"
18021,472,1,2991,"4.99","2020-02-20 00:39:09.996577-07"
18022,472,1,3254,"0.99","2020-02-20 18:55:36.996577-07"
18023,473,2,1748,"0.99","2020-02-16 08:22:29.996577-07"
18024,473,1,2125,"2.99","2020-02-17 12:22:08.996577-07"
18025,473,2,2553,"4.99","2020-02-18 18:33:25.996577-07"
18026,473,2,2748,"4.99","2020-02-19 07:50:52.996577-07"
18027,474,1,1758,"8.99","2020-02-16 09:08:05.996577-07"
18028,474,2,2944,"7.99","2020-02-19 21:12:08.996577-07"
18029,476,1,1682,"3.99","2020-02-16 03:22:51.996577-07"
18030,476,1,2080,"0.99","2020-02-17 08:28:06.996577-07"
18031,476,2,2508,"4.99","2020-02-18 15:12:24.996577-07"
18032,476,2,3448,"2.99","2020-02-21 12:27:46.996577-07"
18033,477,1,1714,"6.99","2020-02-16 05:58:25.996577-07"
18034,477,1,2187,"2.99","2020-02-17 16:45:53.996577-07"
18035,477,1,2306,"10.99","2020-02-18 00:01:49.996577-07"
18036,477,2,2676,"4.99","2020-02-19 03:23:23.996577-07"
18037,478,1,1708,"0.99","2020-02-16 05:37:10.996577-07"
18038,478,2,2358,"4.99","2020-02-18 04:29:17.996577-07"
18039,478,1,2529,"6.99","2020-02-18 16:46:53.996577-07"
18040,478,2,2616,"8.99","2020-02-18 23:01:26.996577-07"
18041,478,2,2765,"4.99","2020-02-19 09:03:05.996577-07"
18042,478,2,3259,"4.99","2020-02-20 19:25:41.996577-07"
18043,479,1,1902,"2.99","2020-02-16 20:04:18.996577-07"
18044,479,2,1947,"3.99","2020-02-16 23:30:46.996577-07"
18045,479,2,1987,"2.99","2020-02-17 02:09:02.996577-07"
18046,479,2,2071,"3.99","2020-02-17 08:01:43.996577-07"
18047,479,2,2376,"2.99","2020-02-18 06:23:56.996577-07"
18048,479,2,2764,"6.99","2020-02-19 08:55:51.996577-07"
18049,480,1,1353,"0.99","2020-02-15 04:42:02.996577-07"
18050,480,1,1733,"0.99","2020-02-16 07:05:33.996577-07"
18051,481,2,1168,"2.99","2020-02-14 15:03:35.996577-07"
18052,481,2,2296,"4.99","2020-02-17 23:39:08.996577-07"
18053,481,2,3285,"4.99","2020-02-20 21:58:39.996577-07"
18054,481,2,3293,"0.99","2020-02-20 22:27:59.996577-07"
18055,482,2,3048,"2.99","2020-02-20 04:18:21.996577-07"
18056,482,2,3255,"0.99","2020-02-20 19:08:18.996577-07"
18057,483,1,2855,"4.99","2020-02-19 14:40:15.996577-07"
18058,483,2,2867,"0.99","2020-02-19 15:37:04.996577-07"
18059,483,1,3380,"8.99","2020-02-21 05:27:12.996577-07"
18060,484,1,1351,"3.99","2020-02-15 04:19:29.996577-07"
18061,484,2,1643,"3.99","2020-02-16 00:24:01.996577-07"
18062,484,1,2015,"4.99","2020-02-17 03:44:55.996577-07"
18063,484,1,2044,"5.99","2020-02-17 06:06:23.996577-07"
18064,485,2,1684,"2.99","2020-02-16 03:26:00.996577-07"
18065,485,1,1721,"8.99","2020-02-16 06:30:02.996577-07"
18066,486,1,2036,"4.99","2020-02-17 05:15:18.996577-07"
18067,486,1,2102,"5.99","2020-02-17 10:33:48.996577-07"
18068,486,2,2566,"2.99","2020-02-18 19:14:05.996577-07"
18069,486,2,2797,"2.99","2020-02-19 10:32:58.996577-07"
18070,487,2,3100,"3.99","2020-02-20 08:16:23.996577-07"
18071,488,2,1655,"3.99","2020-02-16 01:20:05.996577-07"
18072,488,2,1704,"5.99","2020-02-16 05:14:22.996577-07"
18073,489,2,1614,"3.99","2020-02-15 22:26:28.996577-07"
18074,489,1,2201,"0.99","2020-02-17 17:36:53.996577-07"
18075,489,1,2370,"7.99","2020-02-18 05:58:20.996577-07"
18076,489,1,2802,"4.99","2020-02-19 10:46:43.996577-07"
18077,490,1,1665,"3.99","2020-02-16 01:44:28.996577-07"
18078,491,2,1198,"2.99","2020-02-14 17:17:24.996577-07"
18079,491,1,1371,"4.99","2020-02-15 06:06:41.996577-07"
18080,491,2,2026,"4.99","2020-02-17 04:34:04.996577-07"
18081,491,1,2259,"4.99","2020-02-17 21:06:11.996577-07"
18082,491,2,2391,"4.99","2020-02-18 07:01:56.996577-07"
18083,491,2,3031,"4.99","2020-02-20 03:21:15.996577-07"
18084,491,1,3440,"3.99","2020-02-21 11:26:44.996577-07"
18085,492,2,1691,"1.99","2020-02-16 03:52:54.996577-07"
18086,492,2,1855,"4.99","2020-02-16 16:23:24.996577-07"
18087,492,2,1956,"4.99","2020-02-17 00:11:58.996577-07"
18088,492,1,3298,"9.99","2020-02-20 22:38:10.996577-07"
18089,493,2,2109,"3.99","2020-02-17 11:10:08.996577-07"
18090,493,1,2365,"4.99","2020-02-18 05:14:00.996577-07"
18091,493,1,2579,"0.99","2020-02-18 20:09:10.996577-07"
18092,493,1,2864,"2.99","2020-02-19 15:29:18.996577-07"
18093,494,1,1683,"2.99","2020-02-16 03:23:21.996577-07"
18094,495,2,2074,"2.99","2020-02-17 08:08:29.996577-07"
18095,495,1,2349,"4.99","2020-02-18 03:53:40.996577-07"
18096,495,1,2549,"7.99","2020-02-18 18:15:05.996577-07"
18097,495,1,3129,"3.99","2020-02-20 10:26:14.996577-07"
18098,496,1,2567,"2.99","2020-02-18 19:33:12.996577-07"
18099,497,2,2180,"8.99","2020-02-17 16:16:09.996577-07"
18100,497,1,2298,"5.99","2020-02-17 23:46:55.996577-07"
18101,497,1,2406,"2.99","2020-02-18 08:08:03.996577-07"
18102,497,2,2818,"4.99","2020-02-19 11:34:18.996577-07"
18103,498,1,1253,"6.99","2020-02-14 21:34:59.996577-07"
18104,498,1,1782,"2.99","2020-02-16 10:49:38.996577-07"
18105,498,1,2344,"2.99","2020-02-18 03:30:13.996577-07"
18106,498,1,2449,"4.99","2020-02-18 10:47:02.996577-07"
18107,498,1,3098,"0.99","2020-02-20 08:05:27.996577-07"
18108,498,2,3360,"0.99","2020-02-21 03:41:07.996577-07"
18109,499,1,1355,"2.99","2020-02-15 04:42:25.996577-07"
18110,499,2,1526,"4.99","2020-02-15 15:56:17.996577-07"
18111,499,2,1830,"4.99","2020-02-16 13:47:09.996577-07"
18112,499,2,3241,"1.99","2020-02-20 18:22:58.996577-07"
18113,500,1,1375,"5.99","2020-02-15 06:23:22.996577-07"
18114,500,2,1388,"5.99","2020-02-15 07:17:07.996577-07"
18115,500,2,2189,"3.99","2020-02-17 16:48:52.996577-07"
18116,500,2,2526,"6.99","2020-02-18 16:31:33.996577-07"
18117,500,1,2996,"2.99","2020-02-20 00:48:55.996577-07"
18118,501,2,3222,"5.99","2020-02-20 17:18:55.996577-07"
18119,501,1,3412,"7.99","2020-02-21 08:12:57.996577-07"
18120,502,2,1696,"7.99","2020-02-16 04:18:27.996577-07"
18121,502,2,2420,"0.99","2020-02-18 08:50:54.996577-07"
18122,502,1,2911,"0.99","2020-02-19 19:01:03.996577-07"
18123,503,2,2108,"4.99","2020-02-17 11:03:52.996577-07"
18124,503,1,2225,"2.99","2020-02-17 19:04:06.996577-07"
18125,503,2,3430,"0.99","2020-02-21 10:14:34.996577-07"
18126,504,1,2720,"1.99","2020-02-19 06:20:21.996577-07"
18127,504,1,2938,"6.99","2020-02-19 20:45:48.996577-07"
18128,505,2,1799,"5.99","2020-02-16 11:45:46.996577-07"
18129,505,2,1886,"4.99","2020-02-16 19:04:28.996577-07"
18130,505,1,2773,"7.99","2020-02-19 09:32:44.996577-07"
18131,505,1,3137,"5.99","2020-02-20 11:09:54.996577-07"
18132,506,1,1446,"6.99","2020-02-15 10:42:11.996577-07"
18133,506,1,1467,"2.99","2020-02-15 12:15:36.996577-07"
18134,506,2,1565,"0.99","2020-02-15 18:41:35.996577-07"
18135,506,1,2755,"9.99","2020-02-19 08:24:57.996577-07"
18136,506,2,2824,"6.99","2020-02-19 12:00:11.996577-07"
18137,507,2,1307,"4.99","2020-02-15 01:34:41.996577-07"
18138,507,1,2143,"4.99","2020-02-17 13:26:39.996577-07"
18139,507,2,2283,"4.99","2020-02-17 22:24:32.996577-07"
18140,508,2,1661,"4.99","2020-02-16 01:41:23.996577-07"
18141,509,1,1267,"2.99","2020-02-14 22:49:47.996577-07"
18142,509,2,2919,"4.99","2020-02-19 19:38:42.996577-07"
18143,510,2,1435,"5.99","2020-02-15 10:00:56.996577-07"
18144,510,2,1757,"0.99","2020-02-16 09:00:50.996577-07"
18145,510,2,1925,"0.99","2020-02-16 21:45:13.996577-07"
18146,510,1,2729,"8.99","2020-02-19 06:34:41.996577-07"
18147,510,2,2806,"0.99","2020-02-19 10:59:14.996577-07"
18148,510,2,2817,"0.99","2020-02-19 11:33:48.996577-07"
18149,510,2,3352,"8.99","2020-02-21 02:54:55.996577-07"
18150,510,2,3465,"5.99","2020-02-21 13:38:27.996577-07"
18151,511,2,1281,"2.99","2020-02-14 23:50:05.996577-07"
18152,511,1,1508,"2.99","2020-02-15 14:01:50.996577-07"
18153,511,2,2966,"10.99","2020-02-19 23:07:59.996577-07"
18154,511,2,3366,"4.99","2020-02-21 04:32:03.996577-07"
18155,512,1,1176,"6.99","2020-02-14 15:57:03.996577-07"
18156,512,2,2029,"4.99","2020-02-17 04:39:25.996577-07"
18157,512,1,2364,"2.99","2020-02-18 05:05:58.996577-07"
18158,513,1,1607,"2.99","2020-02-15 21:54:01.996577-07"
18159,513,2,2290,"7.99","2020-02-17 23:03:03.996577-07"
18160,513,2,2737,"1.99","2020-02-19 07:16:59.996577-07"
18161,514,2,1692,"4.99","2020-02-16 03:58:45.996577-07"
18162,514,1,2002,"3.99","2020-02-17 03:08:24.996577-07"
18163,514,2,2362,"0.99","2020-02-18 04:59:41.996577-07"
18164,514,1,2789,"0.99","2020-02-19 10:16:47.996577-07"
18165,514,2,3084,"2.99","2020-02-20 07:03:50.996577-07"
18166,514,1,3385,"0.99","2020-02-21 05:45:14.996577-07"
18167,515,1,1244,"4.99","2020-02-14 20:37:06.996577-07"
18168,515,2,1531,"5.99","2020-02-15 16:09:00.996577-07"
18169,515,2,2003,"4.99","2020-02-17 03:09:01.996577-07"
18170,515,2,2484,"4.99","2020-02-18 12:53:49.996577-07"
18171,515,2,2513,"0.99","2020-02-18 15:21:41.996577-07"
18172,515,2,3063,"3.99","2020-02-20 05:20:29.996577-07"
18173,516,2,1159,"4.99","2020-02-14 14:23:39.996577-07"
18174,516,1,1200,"1.99","2020-02-14 17:28:17.996577-07"
18175,516,1,1718,"10.99","2020-02-16 06:20:28.996577-07"
18176,516,1,2017,"0.99","2020-02-17 04:01:56.996577-07"
18177,516,2,3068,"0.99","2020-02-20 05:30:48.996577-07"
18178,516,1,3431,"2.99","2020-02-21 10:15:14.996577-07"
18179,517,2,1653,"4.99","2020-02-16 01:03:11.996577-07"
18180,517,1,1809,"8.99","2020-02-16 12:28:46.996577-07"
18181,517,1,1850,"4.99","2020-02-16 16:00:01.996577-07"
18182,517,2,2534,"2.99","2020-02-18 17:07:05.996577-07"
18183,517,1,3113,"0.99","2020-02-20 09:25:06.996577-07"
18184,518,2,1552,"5.99","2020-02-15 17:30:03.996577-07"
18185,518,2,3311,"0.99","2020-02-20 23:33:53.996577-07"
18186,519,1,1941,"2.99","2020-02-16 23:11:11.996577-07"
18187,519,2,2505,"8.99","2020-02-18 14:56:53.996577-07"
18188,519,2,2997,"5.99","2020-02-20 00:52:11.996577-07"
18189,520,1,1411,"0.99","2020-02-15 08:34:02.996577-07"
18190,520,2,2174,"6.99","2020-02-17 15:37:27.996577-07"
18191,520,1,2772,"4.99","2020-02-19 09:27:53.996577-07"
18192,521,1,1761,"0.99","2020-02-16 09:18:23.996577-07"
18193,521,2,2053,"0.99","2020-02-17 06:48:00.996577-07"
18194,522,1,1289,"3.99","2020-02-15 00:12:35.996577-07"
18195,522,2,3102,"8.99","2020-02-20 08:24:21.996577-07"
18196,522,1,3188,"2.99","2020-02-20 14:38:53.996577-07"
18197,522,2,3191,"0.99","2020-02-20 15:15:05.996577-07"
18198,523,2,1729,"6.99","2020-02-16 06:58:13.996577-07"
18199,523,1,2447,"8.99","2020-02-18 10:39:21.996577-07"
18200,523,1,2583,"7.99","2020-02-18 20:30:06.996577-07"
18201,523,2,2669,"0.99","2020-02-19 02:57:18.996577-07"
18202,524,1,1306,"1.99","2020-02-15 01:27:50.996577-07"
18203,524,2,1651,"4.99","2020-02-16 00:53:04.996577-07"
18204,524,2,3454,"2.99","2020-02-21 12:40:39.996577-07"
18205,525,2,1772,"2.99","2020-02-16 09:41:20.996577-07"
18206,526,1,1255,"4.99","2020-02-14 21:42:11.996577-07"
18207,526,2,1848,"0.99","2020-02-16 15:35:33.996577-07"
18208,526,2,1865,"7.99","2020-02-16 17:18:02.996577-07"
18209,526,2,1972,"2.99","2020-02-17 00:54:15.996577-07"
18210,526,1,1981,"2.99","2020-02-17 01:32:00.996577-07"
18211,526,2,2398,"4.99","2020-02-18 07:25:19.996577-07"
18212,526,1,2828,"2.99","2020-02-19 12:19:59.996577-07"
18213,526,2,2932,"6.99","2020-02-19 20:19:45.996577-07"
18214,526,1,3339,"6.99","2020-02-21 02:05:37.996577-07"
