"actor_id","film_id","last_update"
26,327,"2020-02-15 03:05:03-07"
26,329,"2020-02-15 03:05:03-07"
26,340,"2020-02-15 03:05:03-07"
26,345,"2020-02-15 03:05:03-07"
26,390,"2020-02-15 03:05:03-07"
26,392,"2020-02-15 03:05:03-07"
26,529,"2020-02-15 03:05:03-07"
26,544,"2020-02-15 03:05:03-07"
26,564,"2020-02-15 03:05:03-07"
26,635,"2020-02-15 03:05:03-07"
26,644,"2020-02-15 03:05:03-07"
26,682,"2020-02-15 03:05:03-07"
26,688,"2020-02-15 03:05:03-07"
26,715,"2020-02-15 03:05:03-07"
26,732,"2020-02-15 03:05:03-07"
26,758,"2020-02-15 03:05:03-07"
26,764,"2020-02-15 03:05:03-07"
26,795,"2020-02-15 03:05:03-07"
26,821,"2020-02-15 03:05:03-07"
26,885,"2020-02-15 03:05:03-07"
26,904,"2020-02-15 03:05:03-07"
26,906,"2020-02-15 03:05:03-07"
27,19,"2020-02-15 03:05:03-07"
27,34,"2020-02-15 03:05:03-07"
27,85,"2020-02-15 03:05:03-07"
27,150,"2020-02-15 03:05:03-07"
27,172,"2020-02-15 03:05:03-07"
27,273,"2020-02-15 03:05:03-07"
27,334,"2020-02-15 03:05:03-07"
27,347,"2020-02-15 03:05:03-07"
27,359,"2020-02-15 03:05:03-07"
27,398,"2020-02-15 03:05:03-07"
27,415,"2020-02-15 03:05:03-07"
27,462,"2020-02-15 03:05:03-07"
27,477,"2020-02-15 03:05:03-07"
27,500,"2020-02-15 03:05:03-07"
27,503,"2020-02-15 03:05:03-07"
27,540,"2020-02-15 03:05:03-07"
27,586,"2020-02-15 03:05:03-07"
27,593,"2020-02-15 03:05:03-07"
27,637,"2020-02-15 03:05:03-07"
27,679,"2020-02-15 03:05:03-07"
27,682,"2020-02-15 03:05:03-07"
27,695,"2020-02-15 03:05:03-07"
27,771,"2020-02-15 03:05:03-07"
27,805,"2020-02-15 03:05:03-07"
27,830,"2020-02-15 03:05:03-07"
27,854,"2020-02-15 03:05:03-07"
27,873,"2020-02-15 03:05:03-07"
27,880,"2020-02-15 03:05:03-07"
27,889,"2020-02-15 03:05:03-07"
27,904,"2020-02-15 03:05:03-07"
27,967,"2020-02-15 03:05:03-07"
27,986,"2020-02-15 03:05:03-07"
27,996,"2020-02-15 03:05:03-07"
28,14,"2020-02-15 03:05:03-07"
28,43,"2020-02-15 03:05:03-07"
28,58,"2020-02-15 03:05:03-07"
28,74,"2020-02-15 03:05:03-07"
28,96,"2020-02-15 03:05:03-07"
28,107,"2020-02-15 03:05:03-07"
28,259,"2020-02-15 03:05:03-07"
28,263,"2020-02-15 03:05:03-07"
28,287,"2020-02-15 03:05:03-07"
28,358,"2020-02-15 03:05:03-07"
28,502,"2020-02-15 03:05:03-07"
28,508,"2020-02-15 03:05:03-07"
28,532,"2020-02-15 03:05:03-07"
28,551,"2020-02-15 03:05:03-07"
28,574,"2020-02-15 03:05:03-07"
28,597,"2020-02-15 03:05:03-07"
28,619,"2020-02-15 03:05:03-07"
28,625,"2020-02-15 03:05:03-07"
28,652,"2020-02-15 03:05:03-07"
28,679,"2020-02-15 03:05:03-07"
28,743,"2020-02-15 03:05:03-07"
28,790,"2020-02-15 03:05:03-07"
28,793,"2020-02-15 03:05:03-07"
28,816,"2020-02-15 03:05:03-07"
28,827,"2020-02-15 03:05:03-07"
28,835,"2020-02-15 03:05:03-07"
28,879,"2020-02-15 03:05:03-07"
28,908,"2020-02-15 03:05:03-07"
28,953,"2020-02-15 03:05:03-07"
28,973,"2020-02-15 03:05:03-07"
28,994,"2020-02-15 03:05:03-07"
29,10,"2020-02-15 03:05:03-07"
29,79,"2020-02-15 03:05:03-07"
29,105,"2020-02-15 03:05:03-07"
29,110,"2020-02-15 03:05:03-07"
29,131,"2020-02-15 03:05:03-07"
29,133,"2020-02-15 03:05:03-07"
29,172,"2020-02-15 03:05:03-07"
29,226,"2020-02-15 03:05:03-07"
29,273,"2020-02-15 03:05:03-07"
29,282,"2020-02-15 03:05:03-07"
29,296,"2020-02-15 03:05:03-07"
29,311,"2020-02-15 03:05:03-07"
29,335,"2020-02-15 03:05:03-07"
29,342,"2020-02-15 03:05:03-07"
29,436,"2020-02-15 03:05:03-07"
29,444,"2020-02-15 03:05:03-07"
29,449,"2020-02-15 03:05:03-07"
29,462,"2020-02-15 03:05:03-07"
29,482,"2020-02-15 03:05:03-07"
29,488,"2020-02-15 03:05:03-07"
29,519,"2020-02-15 03:05:03-07"
29,547,"2020-02-15 03:05:03-07"
29,590,"2020-02-15 03:05:03-07"
29,646,"2020-02-15 03:05:03-07"
29,723,"2020-02-15 03:05:03-07"
29,812,"2020-02-15 03:05:03-07"
29,862,"2020-02-15 03:05:03-07"
29,928,"2020-02-15 03:05:03-07"
29,944,"2020-02-15 03:05:03-07"
30,1,"2020-02-15 03:05:03-07"
30,53,"2020-02-15 03:05:03-07"
30,64,"2020-02-15 03:05:03-07"
30,69,"2020-02-15 03:05:03-07"
30,77,"2020-02-15 03:05:03-07"
30,87,"2020-02-15 03:05:03-07"
30,260,"2020-02-15 03:05:03-07"
30,262,"2020-02-15 03:05:03-07"
30,286,"2020-02-15 03:05:03-07"
30,292,"2020-02-15 03:05:03-07"
30,301,"2020-02-15 03:05:03-07"
30,318,"2020-02-15 03:05:03-07"
30,321,"2020-02-15 03:05:03-07"
30,357,"2020-02-15 03:05:03-07"
30,565,"2020-02-15 03:05:03-07"
30,732,"2020-02-15 03:05:03-07"
30,797,"2020-02-15 03:05:03-07"
30,838,"2020-02-15 03:05:03-07"
30,945,"2020-02-15 03:05:03-07"
31,88,"2020-02-15 03:05:03-07"
31,146,"2020-02-15 03:05:03-07"
31,163,"2020-02-15 03:05:03-07"
31,164,"2020-02-15 03:05:03-07"
31,188,"2020-02-15 03:05:03-07"
31,299,"2020-02-15 03:05:03-07"
31,308,"2020-02-15 03:05:03-07"
31,368,"2020-02-15 03:05:03-07"
31,380,"2020-02-15 03:05:03-07"
31,431,"2020-02-15 03:05:03-07"
31,585,"2020-02-15 03:05:03-07"
31,637,"2020-02-15 03:05:03-07"
31,700,"2020-02-15 03:05:03-07"
31,739,"2020-02-15 03:05:03-07"
31,793,"2020-02-15 03:05:03-07"
31,802,"2020-02-15 03:05:03-07"
31,880,"2020-02-15 03:05:03-07"
31,978,"2020-02-15 03:05:03-07"
32,65,"2020-02-15 03:05:03-07"
32,84,"2020-02-15 03:05:03-07"
32,103,"2020-02-15 03:05:03-07"
32,112,"2020-02-15 03:05:03-07"
32,136,"2020-02-15 03:05:03-07"
32,197,"2020-02-15 03:05:03-07"
32,199,"2020-02-15 03:05:03-07"
32,219,"2020-02-15 03:05:03-07"
32,309,"2020-02-15 03:05:03-07"
32,312,"2020-02-15 03:05:03-07"
32,401,"2020-02-15 03:05:03-07"
32,427,"2020-02-15 03:05:03-07"
32,431,"2020-02-15 03:05:03-07"
32,523,"2020-02-15 03:05:03-07"
32,567,"2020-02-15 03:05:03-07"
32,585,"2020-02-15 03:05:03-07"
32,606,"2020-02-15 03:05:03-07"
32,651,"2020-02-15 03:05:03-07"
32,667,"2020-02-15 03:05:03-07"
32,669,"2020-02-15 03:05:03-07"
32,815,"2020-02-15 03:05:03-07"
32,928,"2020-02-15 03:05:03-07"
32,980,"2020-02-15 03:05:03-07"
33,56,"2020-02-15 03:05:03-07"
33,112,"2020-02-15 03:05:03-07"
33,135,"2020-02-15 03:05:03-07"
33,154,"2020-02-15 03:05:03-07"
33,214,"2020-02-15 03:05:03-07"
33,252,"2020-02-15 03:05:03-07"
33,305,"2020-02-15 03:05:03-07"
33,306,"2020-02-15 03:05:03-07"
33,473,"2020-02-15 03:05:03-07"
33,489,"2020-02-15 03:05:03-07"
33,574,"2020-02-15 03:05:03-07"
33,618,"2020-02-15 03:05:03-07"
33,667,"2020-02-15 03:05:03-07"
33,694,"2020-02-15 03:05:03-07"
33,712,"2020-02-15 03:05:03-07"
33,735,"2020-02-15 03:05:03-07"
33,737,"2020-02-15 03:05:03-07"
33,754,"2020-02-15 03:05:03-07"
33,775,"2020-02-15 03:05:03-07"
33,878,"2020-02-15 03:05:03-07"
33,881,"2020-02-15 03:05:03-07"
33,965,"2020-02-15 03:05:03-07"
33,972,"2020-02-15 03:05:03-07"
33,993,"2020-02-15 03:05:03-07"
34,43,"2020-02-15 03:05:03-07"
34,90,"2020-02-15 03:05:03-07"
34,119,"2020-02-15 03:05:03-07"
34,125,"2020-02-15 03:05:03-07"
34,172,"2020-02-15 03:05:03-07"
34,182,"2020-02-15 03:05:03-07"
34,244,"2020-02-15 03:05:03-07"
34,336,"2020-02-15 03:05:03-07"
34,389,"2020-02-15 03:05:03-07"
34,393,"2020-02-15 03:05:03-07"
34,438,"2020-02-15 03:05:03-07"
34,493,"2020-02-15 03:05:03-07"
34,502,"2020-02-15 03:05:03-07"
34,525,"2020-02-15 03:05:03-07"
34,668,"2020-02-15 03:05:03-07"
34,720,"2020-02-15 03:05:03-07"
34,779,"2020-02-15 03:05:03-07"
34,788,"2020-02-15 03:05:03-07"
34,794,"2020-02-15 03:05:03-07"
34,836,"2020-02-15 03:05:03-07"
34,846,"2020-02-15 03:05:03-07"
34,853,"2020-02-15 03:05:03-07"
34,929,"2020-02-15 03:05:03-07"
34,950,"2020-02-15 03:05:03-07"
34,971,"2020-02-15 03:05:03-07"
35,10,"2020-02-15 03:05:03-07"
35,35,"2020-02-15 03:05:03-07"
35,52,"2020-02-15 03:05:03-07"
35,201,"2020-02-15 03:05:03-07"
35,256,"2020-02-15 03:05:03-07"
35,389,"2020-02-15 03:05:03-07"
35,589,"2020-02-15 03:05:03-07"
35,612,"2020-02-15 03:05:03-07"
35,615,"2020-02-15 03:05:03-07"
35,707,"2020-02-15 03:05:03-07"
35,732,"2020-02-15 03:05:03-07"
35,738,"2020-02-15 03:05:03-07"
35,748,"2020-02-15 03:05:03-07"
35,817,"2020-02-15 03:05:03-07"
35,914,"2020-02-15 03:05:03-07"
36,15,"2020-02-15 03:05:03-07"
36,81,"2020-02-15 03:05:03-07"
36,171,"2020-02-15 03:05:03-07"
36,231,"2020-02-15 03:05:03-07"
36,245,"2020-02-15 03:05:03-07"
36,283,"2020-02-15 03:05:03-07"
36,380,"2020-02-15 03:05:03-07"
36,381,"2020-02-15 03:05:03-07"
36,387,"2020-02-15 03:05:03-07"
36,390,"2020-02-15 03:05:03-07"
36,410,"2020-02-15 03:05:03-07"
36,426,"2020-02-15 03:05:03-07"
36,427,"2020-02-15 03:05:03-07"
36,453,"2020-02-15 03:05:03-07"
36,466,"2020-02-15 03:05:03-07"
36,484,"2020-02-15 03:05:03-07"
36,493,"2020-02-15 03:05:03-07"
36,499,"2020-02-15 03:05:03-07"
36,569,"2020-02-15 03:05:03-07"
36,590,"2020-02-15 03:05:03-07"
36,600,"2020-02-15 03:05:03-07"
36,714,"2020-02-15 03:05:03-07"
36,715,"2020-02-15 03:05:03-07"
36,716,"2020-02-15 03:05:03-07"
36,731,"2020-02-15 03:05:03-07"
36,875,"2020-02-15 03:05:03-07"
36,915,"2020-02-15 03:05:03-07"
36,931,"2020-02-15 03:05:03-07"
36,956,"2020-02-15 03:05:03-07"
37,10,"2020-02-15 03:05:03-07"
37,12,"2020-02-15 03:05:03-07"
37,19,"2020-02-15 03:05:03-07"
37,118,"2020-02-15 03:05:03-07"
37,119,"2020-02-15 03:05:03-07"
37,122,"2020-02-15 03:05:03-07"
37,146,"2020-02-15 03:05:03-07"
37,204,"2020-02-15 03:05:03-07"
37,253,"2020-02-15 03:05:03-07"
37,260,"2020-02-15 03:05:03-07"
37,277,"2020-02-15 03:05:03-07"
37,317,"2020-02-15 03:05:03-07"
37,467,"2020-02-15 03:05:03-07"
37,477,"2020-02-15 03:05:03-07"
37,485,"2020-02-15 03:05:03-07"
37,508,"2020-02-15 03:05:03-07"
37,529,"2020-02-15 03:05:03-07"
37,553,"2020-02-15 03:05:03-07"
37,555,"2020-02-15 03:05:03-07"
37,572,"2020-02-15 03:05:03-07"
37,588,"2020-02-15 03:05:03-07"
37,662,"2020-02-15 03:05:03-07"
37,663,"2020-02-15 03:05:03-07"
37,694,"2020-02-15 03:05:03-07"
37,697,"2020-02-15 03:05:03-07"
37,785,"2020-02-15 03:05:03-07"
37,839,"2020-02-15 03:05:03-07"
37,840,"2020-02-15 03:05:03-07"
37,853,"2020-02-15 03:05:03-07"
37,900,"2020-02-15 03:05:03-07"
37,925,"2020-02-15 03:05:03-07"
37,963,"2020-02-15 03:05:03-07"
37,966,"2020-02-15 03:05:03-07"
37,989,"2020-02-15 03:05:03-07"
37,997,"2020-02-15 03:05:03-07"
38,24,"2020-02-15 03:05:03-07"
38,111,"2020-02-15 03:05:03-07"
38,160,"2020-02-15 03:05:03-07"
38,176,"2020-02-15 03:05:03-07"
38,223,"2020-02-15 03:05:03-07"
38,241,"2020-02-15 03:05:03-07"
38,274,"2020-02-15 03:05:03-07"
38,335,"2020-02-15 03:05:03-07"
38,338,"2020-02-15 03:05:03-07"
38,353,"2020-02-15 03:05:03-07"
38,448,"2020-02-15 03:05:03-07"
38,450,"2020-02-15 03:05:03-07"
38,458,"2020-02-15 03:05:03-07"
38,501,"2020-02-15 03:05:03-07"
38,516,"2020-02-15 03:05:03-07"
38,547,"2020-02-15 03:05:03-07"
38,583,"2020-02-15 03:05:03-07"
38,618,"2020-02-15 03:05:03-07"
38,619,"2020-02-15 03:05:03-07"
38,705,"2020-02-15 03:05:03-07"
38,793,"2020-02-15 03:05:03-07"
38,827,"2020-02-15 03:05:03-07"
38,839,"2020-02-15 03:05:03-07"
38,853,"2020-02-15 03:05:03-07"
38,876,"2020-02-15 03:05:03-07"
39,71,"2020-02-15 03:05:03-07"
39,73,"2020-02-15 03:05:03-07"
39,168,"2020-02-15 03:05:03-07"
39,203,"2020-02-15 03:05:03-07"
39,222,"2020-02-15 03:05:03-07"
39,290,"2020-02-15 03:05:03-07"
39,293,"2020-02-15 03:05:03-07"
39,320,"2020-02-15 03:05:03-07"
39,415,"2020-02-15 03:05:03-07"
39,425,"2020-02-15 03:05:03-07"
39,431,"2020-02-15 03:05:03-07"
39,456,"2020-02-15 03:05:03-07"
39,476,"2020-02-15 03:05:03-07"
39,559,"2020-02-15 03:05:03-07"
39,587,"2020-02-15 03:05:03-07"
39,598,"2020-02-15 03:05:03-07"
39,606,"2020-02-15 03:05:03-07"
39,648,"2020-02-15 03:05:03-07"
39,683,"2020-02-15 03:05:03-07"
39,689,"2020-02-15 03:05:03-07"
39,696,"2020-02-15 03:05:03-07"
39,700,"2020-02-15 03:05:03-07"
39,703,"2020-02-15 03:05:03-07"
39,736,"2020-02-15 03:05:03-07"
39,772,"2020-02-15 03:05:03-07"
39,815,"2020-02-15 03:05:03-07"
39,831,"2020-02-15 03:05:03-07"
39,920,"2020-02-15 03:05:03-07"
40,1,"2020-02-15 03:05:03-07"
40,11,"2020-02-15 03:05:03-07"
40,34,"2020-02-15 03:05:03-07"
40,107,"2020-02-15 03:05:03-07"
40,128,"2020-02-15 03:05:03-07"
40,163,"2020-02-15 03:05:03-07"
40,177,"2020-02-15 03:05:03-07"
40,223,"2020-02-15 03:05:03-07"
40,233,"2020-02-15 03:05:03-07"
40,326,"2020-02-15 03:05:03-07"
40,374,"2020-02-15 03:05:03-07"
40,394,"2020-02-15 03:05:03-07"
40,396,"2020-02-15 03:05:03-07"
40,463,"2020-02-15 03:05:03-07"
40,466,"2020-02-15 03:05:03-07"
40,494,"2020-02-15 03:05:03-07"
40,521,"2020-02-15 03:05:03-07"
40,723,"2020-02-15 03:05:03-07"
40,737,"2020-02-15 03:05:03-07"
40,744,"2020-02-15 03:05:03-07"
40,747,"2020-02-15 03:05:03-07"
40,754,"2020-02-15 03:05:03-07"
40,799,"2020-02-15 03:05:03-07"
40,835,"2020-02-15 03:05:03-07"
40,868,"2020-02-15 03:05:03-07"
40,869,"2020-02-15 03:05:03-07"
40,887,"2020-02-15 03:05:03-07"
40,933,"2020-02-15 03:05:03-07"
40,938,"2020-02-15 03:05:03-07"
41,4,"2020-02-15 03:05:03-07"
41,60,"2020-02-15 03:05:03-07"
41,69,"2020-02-15 03:05:03-07"
41,86,"2020-02-15 03:05:03-07"
41,100,"2020-02-15 03:05:03-07"
41,150,"2020-02-15 03:05:03-07"
41,159,"2020-02-15 03:05:03-07"
41,194,"2020-02-15 03:05:03-07"
41,203,"2020-02-15 03:05:03-07"
41,212,"2020-02-15 03:05:03-07"
41,230,"2020-02-15 03:05:03-07"
41,249,"2020-02-15 03:05:03-07"
41,252,"2020-02-15 03:05:03-07"
41,305,"2020-02-15 03:05:03-07"
41,336,"2020-02-15 03:05:03-07"
41,383,"2020-02-15 03:05:03-07"
41,544,"2020-02-15 03:05:03-07"
41,596,"2020-02-15 03:05:03-07"
41,657,"2020-02-15 03:05:03-07"
41,674,"2020-02-15 03:05:03-07"
41,678,"2020-02-15 03:05:03-07"
41,721,"2020-02-15 03:05:03-07"
41,724,"2020-02-15 03:05:03-07"
41,779,"2020-02-15 03:05:03-07"
41,784,"2020-02-15 03:05:03-07"
41,799,"2020-02-15 03:05:03-07"
41,894,"2020-02-15 03:05:03-07"
41,912,"2020-02-15 03:05:03-07"
41,942,"2020-02-15 03:05:03-07"
42,24,"2020-02-15 03:05:03-07"
42,139,"2020-02-15 03:05:03-07"
42,309,"2020-02-15 03:05:03-07"
42,320,"2020-02-15 03:05:03-07"
42,333,"2020-02-15 03:05:03-07"
42,500,"2020-02-15 03:05:03-07"
42,502,"2020-02-15 03:05:03-07"
42,505,"2020-02-15 03:05:03-07"
42,527,"2020-02-15 03:05:03-07"
42,535,"2020-02-15 03:05:03-07"
42,546,"2020-02-15 03:05:03-07"
42,568,"2020-02-15 03:05:03-07"
42,648,"2020-02-15 03:05:03-07"
42,665,"2020-02-15 03:05:03-07"
42,673,"2020-02-15 03:05:03-07"
42,687,"2020-02-15 03:05:03-07"
42,713,"2020-02-15 03:05:03-07"
42,738,"2020-02-15 03:05:03-07"
42,798,"2020-02-15 03:05:03-07"
42,861,"2020-02-15 03:05:03-07"
42,865,"2020-02-15 03:05:03-07"
42,867,"2020-02-15 03:05:03-07"
42,876,"2020-02-15 03:05:03-07"
42,890,"2020-02-15 03:05:03-07"
42,907,"2020-02-15 03:05:03-07"
42,922,"2020-02-15 03:05:03-07"
42,932,"2020-02-15 03:05:03-07"
43,19,"2020-02-15 03:05:03-07"
43,42,"2020-02-15 03:05:03-07"
43,56,"2020-02-15 03:05:03-07"
43,89,"2020-02-15 03:05:03-07"
43,105,"2020-02-15 03:05:03-07"
43,147,"2020-02-15 03:05:03-07"
43,161,"2020-02-15 03:05:03-07"
43,180,"2020-02-15 03:05:03-07"
43,239,"2020-02-15 03:05:03-07"
43,276,"2020-02-15 03:05:03-07"
43,330,"2020-02-15 03:05:03-07"
43,344,"2020-02-15 03:05:03-07"
43,359,"2020-02-15 03:05:03-07"
43,377,"2020-02-15 03:05:03-07"
43,410,"2020-02-15 03:05:03-07"
43,462,"2020-02-15 03:05:03-07"
43,533,"2020-02-15 03:05:03-07"
43,598,"2020-02-15 03:05:03-07"
43,605,"2020-02-15 03:05:03-07"
43,608,"2020-02-15 03:05:03-07"
43,621,"2020-02-15 03:05:03-07"
43,753,"2020-02-15 03:05:03-07"
43,827,"2020-02-15 03:05:03-07"
43,833,"2020-02-15 03:05:03-07"
43,917,"2020-02-15 03:05:03-07"
43,958,"2020-02-15 03:05:03-07"
44,58,"2020-02-15 03:05:03-07"
44,84,"2020-02-15 03:05:03-07"
44,88,"2020-02-15 03:05:03-07"
44,94,"2020-02-15 03:05:03-07"
44,109,"2020-02-15 03:05:03-07"
44,176,"2020-02-15 03:05:03-07"
44,242,"2020-02-15 03:05:03-07"
44,273,"2020-02-15 03:05:03-07"
44,322,"2020-02-15 03:05:03-07"
44,420,"2020-02-15 03:05:03-07"
44,434,"2020-02-15 03:05:03-07"
44,490,"2020-02-15 03:05:03-07"
44,591,"2020-02-15 03:05:03-07"
44,598,"2020-02-15 03:05:03-07"
44,604,"2020-02-15 03:05:03-07"
44,699,"2020-02-15 03:05:03-07"
44,751,"2020-02-15 03:05:03-07"
44,784,"2020-02-15 03:05:03-07"
44,825,"2020-02-15 03:05:03-07"
44,854,"2020-02-15 03:05:03-07"
44,875,"2020-02-15 03:05:03-07"
44,878,"2020-02-15 03:05:03-07"
44,883,"2020-02-15 03:05:03-07"
44,896,"2020-02-15 03:05:03-07"
44,902,"2020-02-15 03:05:03-07"
44,937,"2020-02-15 03:05:03-07"
44,944,"2020-02-15 03:05:03-07"
44,952,"2020-02-15 03:05:03-07"
44,982,"2020-02-15 03:05:03-07"
44,998,"2020-02-15 03:05:03-07"
45,18,"2020-02-15 03:05:03-07"
45,65,"2020-02-15 03:05:03-07"
45,66,"2020-02-15 03:05:03-07"
45,115,"2020-02-15 03:05:03-07"
45,117,"2020-02-15 03:05:03-07"
45,164,"2020-02-15 03:05:03-07"
45,187,"2020-02-15 03:05:03-07"
45,198,"2020-02-15 03:05:03-07"
45,219,"2020-02-15 03:05:03-07"
45,330,"2020-02-15 03:05:03-07"
45,407,"2020-02-15 03:05:03-07"
45,416,"2020-02-15 03:05:03-07"
45,463,"2020-02-15 03:05:03-07"
45,467,"2020-02-15 03:05:03-07"
45,484,"2020-02-15 03:05:03-07"
45,502,"2020-02-15 03:05:03-07"
45,503,"2020-02-15 03:05:03-07"
45,508,"2020-02-15 03:05:03-07"
45,537,"2020-02-15 03:05:03-07"
45,680,"2020-02-15 03:05:03-07"
45,714,"2020-02-15 03:05:03-07"
45,767,"2020-02-15 03:05:03-07"
45,778,"2020-02-15 03:05:03-07"
45,797,"2020-02-15 03:05:03-07"
45,810,"2020-02-15 03:05:03-07"
45,895,"2020-02-15 03:05:03-07"
45,900,"2020-02-15 03:05:03-07"
45,901,"2020-02-15 03:05:03-07"
45,920,"2020-02-15 03:05:03-07"
45,925,"2020-02-15 03:05:03-07"
45,975,"2020-02-15 03:05:03-07"
45,978,"2020-02-15 03:05:03-07"
46,38,"2020-02-15 03:05:03-07"
46,51,"2020-02-15 03:05:03-07"
46,174,"2020-02-15 03:05:03-07"
46,254,"2020-02-15 03:05:03-07"
46,296,"2020-02-15 03:05:03-07"
46,319,"2020-02-15 03:05:03-07"
46,407,"2020-02-15 03:05:03-07"
46,448,"2020-02-15 03:05:03-07"
46,456,"2020-02-15 03:05:03-07"
46,463,"2020-02-15 03:05:03-07"
46,478,"2020-02-15 03:05:03-07"
46,538,"2020-02-15 03:05:03-07"
46,540,"2020-02-15 03:05:03-07"
46,567,"2020-02-15 03:05:03-07"
46,731,"2020-02-15 03:05:03-07"
46,766,"2020-02-15 03:05:03-07"
46,768,"2020-02-15 03:05:03-07"
46,820,"2020-02-15 03:05:03-07"
46,829,"2020-02-15 03:05:03-07"
46,830,"2020-02-15 03:05:03-07"
46,836,"2020-02-15 03:05:03-07"
46,889,"2020-02-15 03:05:03-07"
46,980,"2020-02-15 03:05:03-07"
46,991,"2020-02-15 03:05:03-07"
47,25,"2020-02-15 03:05:03-07"
47,36,"2020-02-15 03:05:03-07"
47,53,"2020-02-15 03:05:03-07"
47,67,"2020-02-15 03:05:03-07"
47,172,"2020-02-15 03:05:03-07"
47,233,"2020-02-15 03:05:03-07"
47,273,"2020-02-15 03:05:03-07"
47,351,"2020-02-15 03:05:03-07"
47,385,"2020-02-15 03:05:03-07"
47,484,"2020-02-15 03:05:03-07"
47,508,"2020-02-15 03:05:03-07"
47,576,"2020-02-15 03:05:03-07"
47,670,"2020-02-15 03:05:03-07"
47,734,"2020-02-15 03:05:03-07"
47,737,"2020-02-15 03:05:03-07"
47,770,"2020-02-15 03:05:03-07"
47,777,"2020-02-15 03:05:03-07"
47,787,"2020-02-15 03:05:03-07"
47,790,"2020-02-15 03:05:03-07"
47,913,"2020-02-15 03:05:03-07"
47,923,"2020-02-15 03:05:03-07"
47,924,"2020-02-15 03:05:03-07"
47,944,"2020-02-15 03:05:03-07"
47,973,"2020-02-15 03:05:03-07"
48,99,"2020-02-15 03:05:03-07"
48,101,"2020-02-15 03:05:03-07"
48,134,"2020-02-15 03:05:03-07"
48,150,"2020-02-15 03:05:03-07"
48,164,"2020-02-15 03:05:03-07"
48,211,"2020-02-15 03:05:03-07"
48,245,"2020-02-15 03:05:03-07"
48,267,"2020-02-15 03:05:03-07"
48,287,"2020-02-15 03:05:03-07"
48,295,"2020-02-15 03:05:03-07"
48,312,"2020-02-15 03:05:03-07"
48,315,"2020-02-15 03:05:03-07"
48,345,"2020-02-15 03:05:03-07"
48,349,"2020-02-15 03:05:03-07"
48,428,"2020-02-15 03:05:03-07"
48,506,"2020-02-15 03:05:03-07"
48,545,"2020-02-15 03:05:03-07"
48,559,"2020-02-15 03:05:03-07"
48,570,"2020-02-15 03:05:03-07"
48,599,"2020-02-15 03:05:03-07"
48,645,"2020-02-15 03:05:03-07"
48,705,"2020-02-15 03:05:03-07"
48,757,"2020-02-15 03:05:03-07"
48,792,"2020-02-15 03:05:03-07"
48,922,"2020-02-15 03:05:03-07"
48,926,"2020-02-15 03:05:03-07"
49,31,"2020-02-15 03:05:03-07"
49,151,"2020-02-15 03:05:03-07"
49,195,"2020-02-15 03:05:03-07"
49,207,"2020-02-15 03:05:03-07"
49,250,"2020-02-15 03:05:03-07"
49,282,"2020-02-15 03:05:03-07"
49,348,"2020-02-15 03:05:03-07"
49,391,"2020-02-15 03:05:03-07"
49,400,"2020-02-15 03:05:03-07"
49,407,"2020-02-15 03:05:03-07"
49,423,"2020-02-15 03:05:03-07"
49,433,"2020-02-15 03:05:03-07"
49,469,"2020-02-15 03:05:03-07"
49,506,"2020-02-15 03:05:03-07"
49,542,"2020-02-15 03:05:03-07"
49,558,"2020-02-15 03:05:03-07"
49,579,"2020-02-15 03:05:03-07"
49,595,"2020-02-15 03:05:03-07"
49,662,"2020-02-15 03:05:03-07"
49,709,"2020-02-15 03:05:03-07"
49,716,"2020-02-15 03:05:03-07"
49,725,"2020-02-15 03:05:03-07"
49,729,"2020-02-15 03:05:03-07"
49,811,"2020-02-15 03:05:03-07"
49,927,"2020-02-15 03:05:03-07"
49,977,"2020-02-15 03:05:03-07"
49,980,"2020-02-15 03:05:03-07"
50,111,"2020-02-15 03:05:03-07"
50,178,"2020-02-15 03:05:03-07"
50,243,"2020-02-15 03:05:03-07"
50,248,"2020-02-15 03:05:03-07"
50,274,"2020-02-15 03:05:03-07"
50,288,"2020-02-15 03:05:03-07"
50,303,"2020-02-15 03:05:03-07"
50,306,"2020-02-15 03:05:03-07"
50,327,"2020-02-15 03:05:03-07"
50,372,"2020-02-15 03:05:03-07"
50,401,"2020-02-15 03:05:03-07"
50,417,"2020-02-15 03:05:03-07"
50,420,"2020-02-15 03:05:03-07"
50,437,"2020-02-15 03:05:03-07"
50,476,"2020-02-15 03:05:03-07"
50,504,"2020-02-15 03:05:03-07"
50,520,"2020-02-15 03:05:03-07"
50,552,"2020-02-15 03:05:03-07"
50,591,"2020-02-15 03:05:03-07"
50,621,"2020-02-15 03:05:03-07"
50,632,"2020-02-15 03:05:03-07"
50,645,"2020-02-15 03:05:03-07"
50,672,"2020-02-15 03:05:03-07"
50,717,"2020-02-15 03:05:03-07"
50,732,"2020-02-15 03:05:03-07"
50,795,"2020-02-15 03:05:03-07"
50,829,"2020-02-15 03:05:03-07"
50,840,"2020-02-15 03:05:03-07"
50,897,"2020-02-15 03:05:03-07"
50,918,"2020-02-15 03:05:03-07"
50,924,"2020-02-15 03:05:03-07"
50,957,"2020-02-15 03:05:03-07"
51,5,"2020-02-15 03:05:03-07"
51,63,"2020-02-15 03:05:03-07"
51,103,"2020-02-15 03:05:03-07"
